CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,Target
-76128.48,-26730.225,-84330.27,11110.275,0.0,0.0,0.0,0.0,5
-76130.28,-26728.515,-84333.375,11104.56,0.0,0.0,0.0,0.0,5
-76128.03,-26730.495,-84320.82,11125.845,0.0,0.0,0.0,0.0,5
-76130.73,-26739.27,-84341.835,11097.18,0.0,0.0,0.0,0.0,5
-76124.16,-26745.525,-84326.22,11112.66,0.0,0.0,0.0,0.0,5
-76124.16,-26746.065,-84326.13,11112.39,0.0,0.0,0.0,0.0,5
-76125.285,-26743.77,-84331.575,11107.71,0.0,0.0,0.0,0.0,5
-76119.12,-26742.105,-84324.105,11113.875,0.0,0.0,0.0,0.0,5
-76122.405,-26739.585,-84324.24,11116.125,0.0,0.0,0.0,0.0,5
-76130.46,-26732.565,-84329.82,11114.145,0.0,0.0,0.0,0.0,5
-76128.525,-26729.595,-84330.585,11113.83,0.0,0.0,0.0,0.0,5
-76128.705,-26732.34,-84327.795,11117.655,0.0,0.0,0.0,0.0,5
-76122.405,-26734.68,-84317.355,11122.695,0.0,0.0,0.0,0.0,5
-76117.365,-26739.135,-84310.875,11127.105,0.0,0.0,0.0,0.0,5
-76125.015,-26741.34,-84326.13,11115.855,0.0,0.0,0.0,0.0,5
-76131.045,-26743.05,-84328.065,11116.125,0.0,0.0,0.0,0.0,5
-76126.995,-26742.78,-84319.245,11119.095,0.0,0.0,0.0,0.0,5
-76128.93,-26744.805,-84322.53,11114.055,0.0,0.0,0.0,0.0,5
-76130.955,-26746.11,-84330.225,11108.61,0.0,0.0,0.0,0.0,5
-76131.855,-26742.24,-84329.505,11110.32,0.0,0.0,0.0,0.0,5
-76133.565,-26738.46,-84329.055,11112.615,0.0,0.0,0.0,0.0,5
-76131.585,-26739.945,-84329.73,11112.345,0.0,0.0,0.0,0.0,5
-76130.145,-26741.52,-84328.38,11113.785,0.0,0.0,0.0,0.0,5
-76133.115,-26742.96,-84329.73,11114.73,0.0,0.0,0.0,0.0,5
-76135.095,-26740.62,-84330.675,11115.135,0.0,0.0,0.0,0.0,5
-76135.32,-26740.44,-84328.965,11116.305,0.0,0.0,0.0,0.0,5
-76132.17,-26742.24,-84324.51,11118.015,0.0,0.0,0.0,0.0,5
-76131.945,-26744.805,-84326.715,11115.36,0.0,0.0,0.0,0.0,5
-76138.605,-26744.445,-84320.775,11123.685,0.0,0.0,0.0,0.0,5
-76134.78,-26739.81,-84315.195,11133.225,0.0,0.0,0.0,0.0,5
-76132.53,-26736.12,-84325.59,11120.22,0.0,0.0,0.0,0.0,5
-76135.455,-26737.335,-84322.35,11124.99,0.0,0.0,0.0,0.0,5
-76129.47,-26737.92,-84334.815,11104.245,0.0,0.0,0.0,0.0,5
-76124.16,-26738.235,-84328.965,11106.72,0.0,0.0,0.0,0.0,5
-76122.63,-26738.37,-84311.28,11132.055,0.0,0.0,0.0,0.0,5
-76131.045,-26740.98,-84325.77,11119.68,0.0,0.0,0.0,0.0,5
-76135.005,-26740.215,-84334.14,11101.005,0.0,0.0,0.0,0.0,5
-76139.235,-26741.835,-84331.8,11107.125,0.0,0.0,0.0,0.0,5
-76137.39,-26742.645,-84340.845,11102.355,0.0,0.0,0.0,0.0,5
-76130.325,-26737.38,-84329.055,11107.98,0.0,0.0,0.0,0.0,5
-76131.585,-26731.08,-84327.345,11109.78,0.0,0.0,0.0,0.0,5
-76133.79,-26732.745,-84330.81,11105.91,0.0,0.0,0.0,0.0,5
-76135.41,-26737.065,-84333.555,11107.215,0.0,0.0,0.0,0.0,5
-76137.93,-26739.945,-84319.02,11125.8,0.0,0.0,0.0,0.0,5
-76140.36,-26741.835,-84331.44,11109.24,0.0,0.0,0.0,0.0,5
-76140.315,-26744.085,-84336.48,11104.56,0.0,0.0,0.0,0.0,5
-76127.67,-26744.4,-84325.995,11110.77,0.0,0.0,0.0,0.0,5
-76127.22,-26747.37,-84320.145,11119.185,0.0,0.0,0.0,0.0,5
-76130.865,-26746.965,-84323.16,11119.185,0.0,0.0,0.0,0.0,5
-76131.315,-26740.305,-84326.94,11115.09,0.0,0.0,0.0,0.0,5
-76130.685,-26736.885,-84325.815,11118.15,0.0,0.0,0.0,0.0,5
